scene,phase,combo,miou_query,f1_query
Porch,local3,0-3-4-9-17,0.508612,0.666161
Meeting_room,local3,6-10-12-19-22,0.552117,0.705830
Playground,local3,1-5-16-17-24,0.432271,0.589952
Pots,local3,0-6-11-16-21,0.647573,0.784467
Cantina,local3,4-12-15-17-24,0.522443,0.674975
Lounge,local3,0-1-12-20-23,0.572626,0.727356
Garden,local3,1-3-8-10-12,0.486089,0.651498
Porch,local3,4-5-9-19-24,0.581233,0.733102
Lunch_room,local3,0-1-3-9-13,0.373637,0.523789
Meeting_room,local3,10-12-19-23-24,0.567802,0.719684
Playground,local3,1-4-9-10-16,0.435867,0.591570
Pots,local3,4-6-11-12-13,0.653863,0.789024
Cantina,local3,6-12-15-17-24,0.546548,0.700693
Lounge,local3,3-12-19-21-23,0.556927,0.714067
Garden,local3,1-3-5-8-10,0.515847,0.679668
Porch,local3,7-9-11-15-24,0.486860,0.636390
Meeting_room,local3,10-12-13-23-24,0.561813,0.714774
Lunch_room,local3,1-3-5-11-22,0.398062,0.549545
Playground,local3,1-4-10-16-19,0.456710,0.612448
Pots,local3,6-11-12-13-16,0.624942,0.765473
Cantina,local3,0-12-15-20-24,0.513818,0.667731
Garden,local3,5-7-8-11-12,0.528998,0.691156
Lounge,local3,1-3-7-9-20,0.568735,0.724107
Porch,local3,1-15-18-19-21,0.594118,0.732618
Meeting_room,local3,10-18-19-23-24,0.552602,0.706125
Playground,local3,1-2-4-16-19,0.423635,0.583002
Pots,local3,4-6-11-12-17,0.650940,0.786718
Lunch_room,local3,1-9-13-16-23,0.357142,0.503005
Cantina,local3,9-12-15-20-24,0.492704,0.640972
Garden,local3,5-8-14-23-24,0.452320,0.614294
Lounge,local3,0-1-9-12-20,0.581883,0.735043
Porch,local3,4-5-9-11-24,0.625504,0.765896
Meeting_room,local3,5-10-19-23-24,0.532421,0.689420
Playground,local3,1-4-9-12-16,0.429133,0.585266
Pots,local3,6-8-11-12-13,0.611640,0.755082
Cantina,local3,8-15-16-17-24,0.530359,0.684375
Lunch_room,local3,0-1-5-9-22,0.375379,0.522427
Garden,local3,1-9-10-15-20,0.445488,0.611375
Porch,local3,2-4-6-12-19,0.527832,0.674352
Lounge,local3,0-1-12-16-20,0.568830,0.723019
Meeting_room,local3,10-12-14-19-22,0.554062,0.707909
Pots,local3,2-3-4-10-13,0.558486,0.709329
Playground,local3,1-4-12-16-19,0.443149,0.598918
Cantina,local3,4-8-11-12-20,0.435632,0.579280
Garden,local3,2-5-7-8-10,0.532017,0.694033
Lunch_room,local3,1-2-5-9-22,0.378044,0.525106
Meeting_room,local3,2-5-8-12-19,0.498883,0.661176
Porch,local3,3-9-19-23-24,0.560174,0.701402
Lounge,local3,0-1-6-12-23,0.583813,0.736594
Pots,local3,2-4-11-12-13,0.618948,0.761305
Playground,local3,1-4-16-19-20,0.455629,0.612325
Cantina,local3,10-12-16-23-24,0.483224,0.642646
Garden,local3,1-5-8-9-10,0.505079,0.668186
Meeting_room,local3,10-12-15-18-23,0.554410,0.708081
Lunch_room,local3,1-4-5-9-22,0.394595,0.540593
Porch,local3,1-4-5-9-24,0.605642,0.747333
Lounge,local3,0-1-3-4-12,0.575149,0.729918
Playground,local3,9-10-11-18-19,0.292367,0.444814
Pots,local3,4-6-10-12-22,0.615443,0.759790
Cantina,local3,0-11-12-15-20,0.479827,0.636445
Garden,local3,1-5-11-17-21,0.524654,0.687306
Meeting_room,local3,2-10-19-23-24,0.554234,0.710849
Porch,local3,4-6-15-17-24,0.561799,0.706807
Lounge,local3,0-1-12-20-22,0.512365,0.672628
Lunch_room,local3,1-2-5-12-13,0.343801,0.489267
Playground,local3,1-7-10-11-22,0.398226,0.554859
Pots,local3,4-6-9-13-15,0.634598,0.773880
Cantina,local3,10-17-20-22-24,0.544770,0.697431
Garden,local3,7-10-12-17-24,0.504336,0.669444
Meeting_room,local3,11-12-19-23-24,0.560741,0.714905
Porch,local3,8-9-10-18-19,0.549819,0.689279
Lounge,local3,0-1-3-9-17,0.576621,0.731124
Lunch_room,local3,5-12-16-18-22,0.310146,0.459608
Playground,local3,1-9-10-19-20,0.405522,0.562186
Pots,local3,1-6-11-13-19,0.622658,0.764919
Cantina,local3,1-5-17-20-24,0.450094,0.611595
Meeting_room,local3,9-10-12-23-24,0.554506,0.708449
Garden,local3,1-4-5-7-10,0.541227,0.702030
Porch,local3,4-6-7-9-15,0.486531,0.645377
Lounge,local3,3-6-12-14-20,0.553424,0.710607
Playground,local3,1-10-13-16-19,0.429336,0.587327
Pots,local3,3-4-6-16-22,0.606510,0.751649
Lunch_room,local3,1-5-9-17-22,0.383868,0.528722
Cantina,local3,6-7-17-20-22,0.470799,0.626634
Meeting_room,local3,0-11-19-23-24,0.517597,0.679456
Garden,local3,5-8-9-10-17,0.501900,0.666768
Porch,local3,4-7-9-15-19,0.520911,0.678504
Lounge,local3,1-3-12-20-22,0.544764,0.702046
Playground,local3,1-10-15-16-19,0.434630,0.593066
Pots,local3,11-12-19-22-24,0.630776,0.768928
Lunch_room,local3,7-9-20-21-22,0.273199,0.401151
Cantina,local3,12-15-16-17-20,0.570126,0.718194
Meeting_room,local3,7-10-13-15-24,0.535266,0.692232
Garden,local3,1-5-6-7-10,0.536342,0.697818
Porch,local3,4-7-9-15-24,0.521825,0.677877
Lounge,local3,1-3-9-12-24,0.564711,0.720721
Playground,local3,0-1-4-10-19,0.437446,0.593238
Pots,local3,0-4-12-14-22,0.605904,0.751137
Cantina,local3,7-12-15-17-20,0.588605,0.735900
Lunch_room,local3,1-3-4-11-18,0.366553,0.518224
Meeting_room,local3,7-10-12-19-24,0.550627,0.704830
Garden,local3,1-5-8-10-11,0.524277,0.686888
Porch,local3,1-4-11-14-24,0.594361,0.731673
Lounge,local3,0-1-2-12-20,0.584076,0.736643
Pots,local3,6-12-13-15-24,0.619013,0.762661
Playground,local3,1-2-10-16-19,0.452092,0.609615
Cantina,local3,12-13-15-17-24,0.531143,0.680370
Meeting_room,local3,6-10-12-21-24,0.552680,0.706607
Lunch_room,local3,3-5-8-9-22,0.297142,0.431913
Garden,local3,3-5-8-11-14,0.466653,0.635061
Porch,local3,9-13-15-19-24,0.524796,0.670541
Lounge,local3,3-8-9-20-24,0.546423,0.705649
Pots,local3,0-1-6-12-15,0.606949,0.752600
Playground,local3,4-10-13-19-21,0.402522,0.562695
Meeting_room,local3,4-12-19-22-23,0.542255,0.697825
Cantina,local3,4-17-20-22-24,0.473873,0.627202
Garden,local3,0-1-5-8-10,0.490664,0.656540
Porch,local3,9-14-17-19-24,0.586266,0.721390
Lunch_room,local3,1-5-6-9-21,0.399177,0.543611
Lounge,local3,0-1-2-3-12,0.586210,0.738555
Pots,local3,4-9-11-17-21,0.634800,0.773089
Playground,local3,1-3-4-9-12,0.418471,0.575161
Meeting_room,local3,5-10-12-23-24,0.526554,0.684546
Cantina,local3,2-12-17-20-22,0.498791,0.655118
Garden,local3,1-5-8-10-21,0.533394,0.695380
Porch,local3,4-9-15-16-22,0.589953,0.729228
Lounge,local3,5-12-17-18-20,0.550671,0.708261
Pots,local3,4-7-13-14-19,0.626358,0.766448
Lunch_room,local3,1-3-5-9-24,0.417707,0.568221
Playground,local3,0-2-4-16-19,0.439124,0.597688
Meeting_room,local3,10-12-15-19-23,0.556250,0.710116
Cantina,local3,8-15-20-21-24,0.493615,0.653422
Porch,local3,8-12-14-15-24,0.528947,0.666124
Garden,local3,1-5-8-18-19,0.537469,0.698786
Lounge,local3,1-3-10-12-20,0.587200,0.739343
Pots,local3,4-11-12-13-24,0.650195,0.785354
Meeting_room,local3,10-12-18-19-23,0.560091,0.712330
Playground,local3,4-10-13-16-19,0.390506,0.546533
Lunch_room,local3,0-6-9-16-24,0.359995,0.506429
Cantina,local3,8-12-17-20-24,0.563641,0.714017
Porch,local3,0-1-4-9-15,0.515129,0.663814
Garden,local3,1-5-8-9-15,0.494403,0.658349
Lounge,local3,0-2-7-20-24,0.579740,0.733319
Meeting_room,local3,11-12-18-19-23,0.547078,0.702458
Pots,local3,2-6-11-12-13,0.635938,0.775966
Playground,local3,1-5-10-16-17,0.431781,0.588875
Cantina,local3,11-15-17-20-24,0.479265,0.630085
Lunch_room,local3,2-3-5-9-11,0.373376,0.525594
Porch,local3,4-6-9-15-19,0.570726,0.710981
Garden,local3,1-8-9-15-20,0.450753,0.616199
Meeting_room,local3,8-10-12-19-23,0.534000,0.690970
Lounge,local3,1-4-16-20-21,0.535122,0.694927
Pots,local3,0-3-4-6-14,0.592223,0.740001
Playground,local3,0-1-3-15-16,0.388031,0.545151
Cantina,local3,12-17-19-20-24,0.548742,0.701522
Lunch_room,local3,1-3-5-10-24,0.401242,0.553373
Porch,local3,2-4-9-15-24,0.579409,0.721468
Garden,local3,1-4-5-7-11,0.535431,0.696857
Meeting_room,local3,0-9-10-13-19,0.548611,0.704938
Lounge,local3,0-3-9-12-13,0.570065,0.725830
Pots,local3,4-11-12-13-16,0.650169,0.785948
Playground,local3,0-1-4-16-19,0.441164,0.600143
Cantina,local3,11-12-19-20-24,0.490298,0.646427
Porch,local3,4-9-15-19-20,0.626717,0.764604
Garden,local3,5-7-8-10-19,0.534272,0.696058
Meeting_room,local3,6-10-16-19-23,0.544834,0.699495
Lunch_room,local3,3-8-17-23-24,0.297900,0.438512
Lounge,local3,0-1-3-8-11,0.591626,0.742814
Pots,local3,4-6-11-13-18,0.646334,0.783225
Playground,local3,0-6-10-16-23,0.434735,0.592765
Cantina,local3,9-11-15-17-20,0.496884,0.645567
Porch,local3,9-15-19-20-24,0.605898,0.744254
Meeting_room,local3,9-15-18-19-23,0.532646,0.689633
Garden,local3,1-4-5-10-18,0.530289,0.692526
Lounge,local3,0-1-3-13-20,0.590765,0.742151
Lunch_room,local3,1-5-6-15-20,0.402447,0.550867
Pots,local3,1-6-11-12-13,0.631179,0.771093
Playground,local3,2-10-15-19-21,0.380187,0.538142
Cantina,local3,10-12-16-22-24,0.479977,0.640587
Porch,local3,0-9-12-15-19,0.475901,0.628420
Meeting_room,local3,2-12-14-19-23,0.521172,0.682920
Garden,local3,1-3-5-8-17,0.519029,0.682919
Lounge,local3,0-3-8-12-20,0.583670,0.736711
Pots,local3,4-6-9-11-12,0.642568,0.780215
Playground,local3,1-2-7-10-21,0.389987,0.544296
Lunch_room,local3,1-2-3-4-5,0.377268,0.528411
Cantina,local3,3-9-10-15-20,0.540360,0.691880
Porch,local3,4-11-15-19-24,0.600862,0.742982
Meeting_room,local3,0-12-19-23-24,0.525987,0.686580
Garden,local3,1-7-8-10-15,0.519629,0.682782
Lounge,local3,0-1-2-7-12,0.575060,0.729359
Pots,local3,4-12-13-16-22,0.623432,0.765741
Playground,local3,4-10-16-18-19,0.432655,0.592564
Lunch_room,local3,3-5-9-22-24,0.308294,0.448732
Cantina,local3,5-12-13-14-15,0.480621,0.632977
Porch,local3,4-9-13-19-21,0.597050,0.743630
Meeting_room,local3,1-3-10-17-24,0.482717,0.643866
Garden,local3,5-7-8-10-24,0.526342,0.689206
Lounge,local3,0-1-4-12-20,0.585080,0.737837
Pots,local3,4-6-13-15-19,0.639854,0.778067
Playground,local3,2-8-10-16-23,0.358360,0.505675
Cantina,local3,15-17-20-22-24,0.492349,0.646578
Meeting_room,local3,10-17-18-23-24,0.548074,0.702773
Lunch_room,local3,3-5-9-21-24,0.329631,0.468240
Porch,local3,4-6-9-15-24,0.574166,0.716300
Garden,local3,1-2-8-22-24,0.483797,0.649233
Lounge,local3,0-1-4-14-21,0.575054,0.729861
Pots,local3,3-4-11-13-17,0.602216,0.746086
Playground,local3,1-9-16-18-21,0.413784,0.570398
Cantina,local3,5-12-15-20-24,0.505284,0.661402
Meeting_room,local3,4-12-19-23-24,0.544813,0.700250
Porch,local3,15-16-19-20-24,0.593342,0.735276
Garden,local3,1-5-8-10-16,0.534787,0.696533
Lunch_room,local3,1-3-5-9-23,0.408984,0.559565
Lounge,local3,3-8-12-15-20,0.546283,0.705334
Pots,local3,8-11-12-13-18,0.643452,0.780410
Playground,local3,1-4-13-16-19,0.439302,0.596524
Cantina,local3,0-2-7-17-24,0.426500,0.591732
Meeting_room,local3,0-2-6-23-24,0.480774,0.646275
Porch,local3,12-14-15-21-24,0.561279,0.700512
Garden,local3,1-7-8-10-11,0.520183,0.682827
Lounge,local3,0-3-10-12-20,0.591782,0.743180
Pots,local3,8-11-13-18-20,0.638790,0.777096
Lunch_room,local3,3-4-5-7-24,0.278786,0.413109
Playground,local3,1-4-10-14-19,0.446195,0.602419
Cantina,local3,6-12-14-17-20,0.534096,0.690080
Meeting_room,local3,4-10-11-13-24,0.521390,0.679228
Porch,local3,3-9-15-19-24,0.563725,0.704167
Garden,local3,0-1-5-7-10,0.512743,0.677591
Lounge,local3,0-1-8-12-17,0.571105,0.726507
Pots,local3,4-9-11-12-16,0.636140,0.774909
Playground,local3,1-4-10-16-21,0.435551,0.590678
Lunch_room,local3,1-3-9-14-24,0.391185,0.541201
Meeting_room,local3,8-10-12-19-24,0.533718,0.690919
Cantina,local3,4-10-17-20-21,0.503872,0.652328
Porch,local3,2-7-15-18-24,0.517514,0.665799
Garden,local3,7-8-15-17-24,0.488460,0.654548
Lounge,local3,0-1-6-12-20,0.588250,0.739789
Pots,local3,4-5-6-12-15,0.624283,0.767133
Playground,local3,4-6-12-14-19,0.320069,0.468898
Meeting_room,local3,0-2-6-12-23,0.489297,0.653959
Lunch_room,local3,1-2-3-5-9,0.384377,0.534478
Cantina,local3,1-9-13-17-24,0.471243,0.629779
Porch,local3,9-10-15-19-24,0.539660,0.678707
Garden,local3,0-1-5-10-22,0.485134,0.651877
Lounge,local3,0-1-10-12-20,0.558857,0.715736
Pots,local3,4-6-12-13-14,0.643059,0.781052
Meeting_room,local3,2-10-22-23-24,0.550087,0.707466
Playground,local3,4-10-14-19-21,0.413375,0.574573
Cantina,local3,13-15-17-20-24,0.504116,0.658000
Porch,local3,9-14-15-19-24,0.547158,0.685698
Lunch_room,local3,1-5-6-9-24,0.398941,0.543591
Garden,local3,0-1-8-18-23,0.441927,0.604491
Lounge,local3,2-12-14-18-20,0.538715,0.698645
Meeting_room,local3,6-10-19-23-24,0.549594,0.704314
Pots,local3,2-4-6-11-12,0.622077,0.764710
Playground,local3,1-4-12-14-15,0.391000,0.550173
Cantina,local3,11-12-15-17-20,0.484960,0.633818
Porch,local3,4-8-9-15-24,0.610569,0.748220
Garden,local3,1-7-8-10-21,0.531732,0.693275
Lunch_room,local3,1-3-5-9-15,0.414140,0.564765
Lounge,local3,1-3-4-7-20,0.567734,0.723150
Meeting_room,local3,1-10-12-23-24,0.525451,0.685097
Pots,local3,6-12-17-18-23,0.601146,0.747787
Playground,local3,14-15-16-19-24,0.245645,0.388618
Porch,local3,1-4-9-11-18,0.577657,0.718321
Cantina,local3,1-8-12-17-24,0.472349,0.631024
Garden,local3,1-4-7-10-12,0.534758,0.696277
Lunch_room,local3,1-5-9-20-24,0.406498,0.553616
Meeting_room,local3,5-12-16-23-24,0.447510,0.611904
Lounge,local3,0-3-12-20-21,0.576478,0.730826
Pots,local3,6-11-12-13-20,0.627170,0.767714
Playground,local3,1-4-8-10-19,0.417505,0.569772
Porch,local3,4-9-19-22-23,0.592216,0.735967
Cantina,local3,0-7-10-12-20,0.496897,0.652815
Garden,local3,1-7-8-12-21,0.522177,0.684804
Lunch_room,local3,1-2-5-18-24,0.371813,0.519954
Meeting_room,local3,10-11-12-19-23,0.558379,0.711925
Lounge,local3,0-2-3-12-20,0.584901,0.737615
Pots,local3,4-6-11-13-19,0.653421,0.788798
Playground,local3,4-7-10-16-19,0.362447,0.519573
Porch,restart3,3-8-9-17-20,0.537182,0.681823
Cantina,local3,0-8-12-15-22,0.514861,0.666738
Garden,local3,1-5-7-10-19,0.541354,0.702190
Meeting_room,local3,5-12-15-21-24,0.441983,0.606126
Lounge,local3,0-1-3-5-20,0.586542,0.738724
Lunch_room,local3,1-6-9-22-23,0.387319,0.526635
Pots,local3,2-4-7-11-13,0.611962,0.754777
Playground,local3,3-4-14-18-19,0.365834,0.522262
Porch,local3,3-8-12-17-20,0.556135,0.700324
Cantina,restart3,0-4-6-17-19,0.422588,0.585952
Garden,restart3,0-2-7-15-24,0.489647,0.656354
Meeting_room,local3,7-10-19-23-24,0.546098,0.700999
Lounge,local3,0-1-3-12-23,0.587264,0.739392
Pots,local3,4-6-7-11-12,0.638029,0.776797
Meeting_room,local3,2-3-10-19-23,0.534857,0.693867
Playground,local3,1-4-10-15-17,0.448610,0.605377
Cantina,local3,0-6-7-17-19,0.428600,0.594416
Lunch_room,local3,1-2-5-9-24,0.382489,0.529282
Porch,local3,6-12-15-17-20,0.524002,0.668112
Garden,local3,0-2-6-15-24,0.491132,0.657697
Lounge,local3,1-11-18-19-20,0.594281,0.744334
Pots,local3,5-6-11-12-13,0.628890,0.768453
Meeting_room,local3,4-10-12-19-24,0.536221,0.692468
Playground,local3,0-4-10-16-19,0.459098,0.615164
Porch,local3,2-8-12-13-20,0.570479,0.711553
Cantina,local3,0-3-6-7-23,0.360631,0.513531
Garden,local3,0-6-15-21-24,0.494248,0.660537
Lounge,local3,8-11-17-18-20,0.553489,0.711044
Lunch_room,local3,1-3-5-15-24,0.416237,0.568202
Pots,local3,2-3-4-5-13,0.563831,0.714977
Meeting_room,local3,6-7-10-12-21,0.523069,0.680465
Playground,local3,0-4-10-16-22,0.440005,0.595602
Porch,local3,2-5-13-18-20,0.517078,0.674886
Cantina,local3,0-6-7-17-24,0.437063,0.602633
Garden,local3,4-6-15-18-20,0.528991,0.691546
Lounge,local3,1-17-18-19-20,0.569812,0.724354
Pots,local3,4-6-11-12-21,0.655717,0.790640
Meeting_room,local3,10-13-19-23-24,0.566859,0.719348
Lunch_room,local3,5-6-9-17-24,0.355408,0.497319
Porch,local3,2-8-12-13-19,0.560020,0.702247
Playground,local3,10-14-19-21-22,0.427985,0.588112
Cantina,local3,0-4-7-17-21,0.437604,0.598352
Garden,local3,0-4-6-18-20,0.511835,0.676647
Pots,local3,1-4-6-12-21,0.603031,0.748736
Lounge,local3,6-7-8-11-19,0.547446,0.705968
Meeting_room,local3,12-15-19-23-24,0.551871,0.707509
Lunch_room,local3,3-5-14-15-24,0.332332,0.474725
Porch,local3,0-2-8-12-13,0.469231,0.627596
Playground,local3,0-7-10-16-19,0.428199,0.587829
Garden,local3,4-6-13-15-18,0.490836,0.655100
Cantina,local3,1-4-7-8-18,0.471172,0.632506
Pots,local3,4-6-12-13-21,0.647005,0.784186
Lounge,local3,5-11-18-19-20,0.561134,0.716920
Meeting_room,local3,2-7-10-12-24,0.552591,0.708740
Porch,local3,2-8-13-20-24,0.593942,0.734084
Lunch_room,local3,5-9-10-16-23,0.301980,0.443085
Playground,local3,0-4-16-19-24,0.455758,0.612662
Garden,local3,4-6-12-18-20,0.530671,0.692763
Cantina,local3,0-4-7-8-21,0.447060,0.607805
Pots,local3,6-10-12-18-21,0.626105,0.768418
Meeting_room,local3,0-13-22-23-24,0.499809,0.663705
Lounge,local3,1-11-18-20-22,0.580548,0.733734
Porch,local3,0-2-5-22-24,0.473875,0.634190
Playground,local3,0-1-4-7-12,0.419717,0.578064
Cantina,local3,3-7-8-21-24,0.458358,0.624442
Garden,local3,4-6-18-19-20,0.533798,0.695732
Lunch_room,local3,1-5-9-12-24,0.380461,0.524290
Pots,local3,5-6-11-12-21,0.628890,0.768646
Meeting_room,local3,3-10-12-13-19,0.521093,0.680046
Lounge,local3,6-11-18-19-20,0.566195,0.721448
Porch,local3,8-13-14-16-22,0.521817,0.662497
Playground,local3,2-4-7-10-13,0.365969,0.516301
Cantina,local3,7-8-18-19-20,0.403155,0.558297
Garden,local3,4-9-13-18-20,0.440522,0.605877
Meeting_room,local3,8-10-19-23-24,0.537153,0.693422
Pots,local3,4-6-12-14-21,0.638260,0.777357
Lunch_room,local3,1-2-5-15-24,0.365911,0.513655
Lounge,local3,3-12-14-18-19,0.555900,0.712489
Porch,local3,2-13-20-22-24,0.543599,0.697828
Playground,local3,7-10-12-16-19,0.339087,0.497722
Meeting_room,local3,9-10-12-17-24,0.547332,0.702415
Garden,local3,4-6-10-20-21,0.525834,0.688749
Pots,local3,1-2-5-6-21,0.607828,0.753080
Cantina,local3,0-1-4-15-22,0.458248,0.618354
Lunch_room,local3,0-1-3-9-24,0.375045,0.524828
Lounge,local3,1-8-18-19-20,0.569696,0.724603
Porch,local3,0-2-8-20-24,0.512026,0.669815
Playground,local3,4-10-16-19-22,0.395544,0.551415
Meeting_room,local3,3-10-12-19-23,0.536307,0.693704
Garden,local3,6-11-18-19-20,0.520347,0.683138
Pots,local3,4-6-11-12-15,0.657295,0.791651
Cantina,local3,1-5-7-8-18,0.439580,0.598882
Porch,local3,2-8-13-20-23,0.570281,0.709169
Playground,local3,0-8-10-14-16,0.402977,0.563051
Lunch_room,local3,0-5-7-18-24,0.383157,0.534968
Lounge,local3,1-11-16-19-20,0.577020,0.729154
Meeting_room,local3,4-10-19-23-24,0.548157,0.702617
Garden,local3,4-5-6-18-20,0.502634,0.668296
Pots,local3,6-11-13-15-16,0.635552,0.775019
Cantina,local3,4-7-8-16-18,0.502394,0.663169
Porch,local3,2-3-8-13-15,0.555300,0.698828
Playground,local3,0-2-4-10-19,0.434144,0.588797
Meeting_room,restart3,2-4-10-17-20,0.540715,0.696785
Lounge,local3,2-12-18-19-20,0.551909,0.709846
Garden,local3,13-14-15-19-20,0.457370,0.621842
Pots,local3,0-4-6-11-15,0.634678,0.773487
Lunch_room,local3,1-5-14-18-24,0.397046,0.544275
Cantina,local3,1-4-8-16-18,0.493700,0.652461
Porch,local3,2-6-8-12-13,0.533691,0.667802
Meeting_room,local3,2-4-13-17-19,0.484762,0.644658
Playground,local3,0-4-13-16-19,0.445860,0.602844
Lounge,local3,15-19-20-21-22,0.544144,0.703748
Garden,local3,6-18-19-20-23,0.481854,0.643015
Pots,local3,2-4-11-12-15,0.621612,0.763044
Cantina,local3,4-7-8-9-22,0.489608,0.640304
Porch,local3,2-4-6-14-24,0.564898,0.706919
Lunch_room,local3,3-7-9-19-24,0.220667,0.343775
Meeting_room,local3,4-10-14-17-20,0.505206,0.664449
Playground,local3,4-10-11-15-16,0.374460,0.529089
Lounge,local3,1-3-11-18-20,0.577727,0.731235
Garden,local3,4-18-19-20-22,0.495329,0.661704
Pots,local3,4-6-11-12-22,0.638715,0.777351
Cantina,local3,3-4-8-16-18,0.493619,0.653606
Porch,local3,1-2-7-8-13,0.576299,0.715005
Lunch_room,local3,3-5-15-20-24,0.327926,0.469812
Meeting_room,local3,2-12-16-20-21,0.532253,0.691523
Playground,local3,0-1-4-11-16,0.443195,0.601701
Lounge,local3,4-5-11-13-18,0.520500,0.682986
Garden,local3,4-18-19-20-23,0.453749,0.617384
Pots,local3,6-11-15-18-21,0.630611,0.771879
Cantina,local3,4-5-10-18-22,0.436913,0.594976
Porch,local3,2-8-13-14-24,0.553945,0.693436
Meeting_room,local3,1-2-4-10-17,0.476235,0.637635
Lunch_room,local3,1-3-9-20-24,0.415129,0.566172
Playground,local3,2-12-16-19-23,0.377531,0.534298
Garden,local3,3-4-18-19-20,0.476229,0.644460
Lounge,local3,1-3-11-18-19,0.575265,0.729046
Pots,local3,1-4-6-12-15,0.605134,0.750303
Cantina,local3,7-16-17-18-24,0.483189,0.646612
Porch,local3,0-2-5-13-24,0.475203,0.633410
Meeting_room,local3,2-4-10-20-21,0.556966,0.711456
Playground,local3,1-9-16-19-21,0.418002,0.575471
Lunch_room,local3,3-5-9-15-24,0.338388,0.477473
Garden,local3,6-10-13-16-20,0.485302,0.650094
Lounge,local3,2-11-18-19-20,0.559815,0.716469
Pots,local3,3-6-7-15-24,0.625474,0.766639
Porch,local3,1-13-17-23-24,0.577481,0.712115
Cantina,local3,2-7-8-16-18,0.438444,0.599433
Meeting_room,local3,2-10-19-20-23,0.554531,0.711165
Playground,local3,0-3-4-16-24,0.423986,0.578584
Garden,local3,5-6-13-16-18,0.510487,0.673173
Lunch_room,local3,3-5-9-13-24,0.325333,0.464309
Lounge,local3,11-12-13-15-18,0.553972,0.711340
Pots,local3,0-4-6-12-15,0.621949,0.764561
Porch,local3,2-5-8-20-24,0.616902,0.755041
Meeting_room,local3,2-10-19-20-21,0.549049,0.706318
Cantina,local3,7-8-9-18-22,0.447819,0.599138
Playground,local3,0-2-4-12-15,0.414797,0.573920
Garden,local3,4-8-11-19-20,0.522924,0.685576
Lunch_room,local3,0-3-5-9-13,0.375227,0.527703
Lounge,local3,1-6-18-19-21,0.571925,0.726293
Pots,local3,4-6-11-12-23,0.641864,0.779989
Meeting_room,local3,2-4-10-15-20,0.537923,0.694085
Porch,local3,2-5-8-9-20,0.600134,0.738006
